audio	sentence	duration
1746-143015-0072.flac	ALMOST IMPERCEPTIBLY A CHANGE CAME OVER THE SETTLEMENT THE CABIN ASSIGNED TO TOMMY LUCK OR THE LUCK AS HE WAS MORE FREQUENTLY CALLED FIRST SHOWED SIGNS OF IMPROVEMENT	12.73
1746-143015-0073.flac	IT WAS KEPT SCRUPULOUSLY CLEAN AND WHITEWASHED THEN IT WAS BOARDED CLOTHED AND PAPERED THE ROSE WOOD CRADLE PACKED EIGHTY MILES BY MULE HAD IN STUMPY'S WAY OF PUTTING IT SORTER KILLED THE REST OF THE FURNITURE	15.37
1746-143015-0074.flac	SO THE REHABILITATION OF THE CABIN BECAME A NECESSITY THE MEN WHO WERE IN THE HABIT OF LOUNGING IN AT STUMPY'S TO SEE HOW THE LUCK GOT ON SEEMED TO APPRECIATE THE CHANGE	12.89
1746-143015-0075.flac	AGAIN STUMPY IMPOSED A KIND OF QUARANTINE UPON THOSE WHO ASPIRED TO THE HONOR AND PRIVILEGE OF HOLDING THE LUCK IT WAS A CRUEL MORTIFICATION TO KENTUCK	11.17
1746-143015-0076.flac	WHICH LIKE A SNAKE'S ONLY SLOUGHED OFF THROUGH DECAY TO BE DEBARRED THIS PRIVILEGE FROM CERTAIN PRUDENTIAL REASONS YET SUCH WAS THE SUBTLE INFLUENCE OF INNOVATION THAT HE THEREAFTER APPEARED REGULARLY EVERY AFTERNOON IN A CLEAN SHIRT AND FACE	16.43
1746-143015-0077.flac	NOR WERE MORAL AND SOCIAL SANITARY LAWS NEGLECTED TOMMY	5.3
1746-143015-0078.flac	MUST NOT BE DISTURBED BY NOISE	2.475
1746-143015-0079.flac	THE MEN CONVERSED IN WHISPERS OR SMOKED WITH INDIAN GRAVITY PROFANITY WAS TACITLY GIVEN UP IN THESE SACRED PRECINCTS AND THROUGHOUT THE CAMP A POPULAR FORM OF EXPLETIVE KNOWN AS	12.43
1746-143015-0080.flac	AND CURSE THE LUCK WAS ABANDONED AS HAVING A NEW PERSONAL BEARING VOCAL MUSIC WAS NOT INTERDICTED BEING SUPPOSED TO HAVE A SOOTHING TRANQUILIZING QUALITY AND ONE SONG	14.205
1746-143015-0081.flac	SUNG BY MAN O' WAR JACK AN ENGLISH SAILOR FROM HER MAJESTY'S AUSTRALIAN COLONIES WAS QUITE POPULAR AS A LULLABY IT WAS A LUGUBRIOUS RECITAL OF THE EXPLOITS OF THE ARETHUSA SEVENTY FOUR	14.255
1746-143015-0082.flac	SMOKING THEIR PIPES AND DRINKING IN THE MELODIOUS UTTERANCES AN INDISTINCT IDEA THAT THIS WAS PASTORAL HAPPINESS PERVADED THE CAMP THIS ERE KIND O THINK	13.395
1746-143015-0083.flac	SAID THE COCKNEY SIMMONS MEDITATIVELY RECLINING ON HIS ELBOW IS EVINGLY IT REMINDED HIM OF GREENWICH ON THE LONG SUMMER DAYS	11.2
1746-143015-0084.flac	THE LUCK WAS USUALLY CARRIED TO THE GULCH FROM WHENCE THE GOLDEN STORE OF ROARING CAMP WAS TAKEN THERE ON A BLANKET SPREAD OVER PINE BOUGHS HE WOULD LIE WHILE THE MEN WERE WORKING IN THE DITCHES BELOW	12.61
1746-143015-0085.flac	THE MEN HAD SUDDENLY AWAKENED TO THE FACT THAT THERE WERE BEAUTY AND SIGNIFICANCE IN THESE TRIFLES	5.57
1746-143015-0086.flac	FRAGMENT OF VARIEGATED QUARTZ A BRIGHT PEBBLE FROM THE BED OF THE CREEK BECAME BEAUTIFUL TO EYES THUS CLEARED AND STRENGTHENED	8.425
1746-143015-0087.flac	IT WAS WONDERFUL HOW MANY TREASURES THE WOODS AND HILLSIDES YIELDED THAT WOULD DO FOR TOMMY SURROUNDED BY PLAYTHINGS SUCH AS NEVER CHILD OUT OF FAIRYLAND HAD BEFORE IT IS TO BE HOPED THAT TOMMY WAS CONTENT	14.56
1746-143015-0088.flac	HE APPEARED TO BE SERENELY HAPPY ALBEIT THERE WAS AN INFANTINE GRAVITY ABOUT HIM	6.22
1746-143015-0089.flac	THAT SOMETIMES WORRIED STUMPY HE WAS ALWAYS TRACTABLE AND QUIET AND IT IS RECORDED THAT ONCE HAVING CREPT BEYOND HIS CORRAL A HEDGE OF TESSELLATED PINE BOUGHS WHICH SURROUNDED HIS BED	14.18
1746-143015-0090.flac	HE DROPPED OVER THE BANK ON HIS HEAD IN THE SOFT EARTH	3.435
1746-143015-0091.flac	I HESITATE TO RECORD THE MANY OTHER INSTANCES OF HIS SAGACITY WHICH REST UNFORTUNATELY UPON THE STATEMENTS OF PREJUDICED FRIENDS	8.71
1746-143015-0092.flac	I CREP UP THE BANK JUST NOW SAID KENTUCK ONE DAY IN A BREATHLESS STATE OF EXCITEMENT	5.525
1746-143015-0093.flac	TO HIM THE BIRDS SANG THE SQUIRRELS CHATTERED AND THE FLOWERS BLOOMED NATURE WAS HIS NURSE AND PLAYFELLOW FOR HIM SHE WOULD LET SLIP BETWEEN THE LEAVES GOLDEN SHAFTS OF SUNLIGHT THAT FELL JUST WITHIN HIS GRASP	14.335
1746-143015-0094.flac	SHE WOULD SEND WANDERING BREEZES TO VISIT HIM WITH THE BALM OF BAY AND RESINOUS GUM	5.825
1746-143015-0095.flac	THE BUMBLEBEES BUZZED AND THE ROOKS CAWED A SLUMBROUS ACCOMPANIMENT SUCH WAS THE GOLDEN SUMMER OF ROARING CAMP THEY WERE FLUSH TIMES AND THE LUCK WAS WITH THEM	14.06
1746-143015-0096.flac	THE CLAIMS HAD YIELDED ENORMOUSLY THE CAMP WAS JEALOUS OF ITS PRIVILEGES AND LOOKED SUSPICIOUSLY ON STRANGERS NO ENCOURAGEMENT WAS GIVEN TO IMMIGRATION	11.625
1746-143015-0097.flac	THE LAND ON EITHER SIDE OF THE MOUNTAIN WALL THAT SURROUNDED THE CAMP THEY DULY PREEMPTED THIS	6.44
1746-143015-0098.flac	KEPT THE RESERVE OF ROARING CAMP INVIOLATE THE EXPRESSMAN THEIR ONLY CONNECTING LINK WITH THE SURROUNDING WORLD SOMETIMES TOLD WONDERFUL STORIES OF THE CAMP HE WOULD SAY THEY'VE A STREET UP THERE IN ROARING	15.055
1746-143015-0099.flac	THAT WOULD LAY OVER ANY STREET IN RED DOG THEY'VE GOT VINES AND FLOWERS ROUND THEIR HOUSES AND THEY WASH THEMSELVES TWICE A DAY BUT THEY'RE MIGHTY ROUGH ON STRANGERS	10.7
1746-143015-0100.flac	AND TO INVITE ONE OR TWO DECENT FAMILIES TO RESIDE THERE FOR THE SAKE OF THE LUCK	4.955
1746-143015-0101.flac	TO ITS GENERAL VIRTUE AND USEFULNESS CAN ONLY BE ACCOUNTED FOR BY THEIR AFFECTION FOR TOMMY A FEW STILL HELD OUT BUT THE RESOLVE COULD NOT BE CARRIED INTO EFFECT FOR THREE MONTHS	11.73
1746-143015-0102.flac	AND THE MINORITY MEEKLY YIELDED IN THE HOPE THAT SOMETHING MIGHT TURN UP TO PREVENT IT AND IT DID THE WINTER OF EIGHTEEN FIFTY ONE WILL LONG BE REMEMBERED IN THE FOOTHILLS THE SNOW LAY DEEP ON THE SIERRAS	14.625
1746-143015-0103.flac	EACH GORGE AND GULCH	2.115
1746-143015-0104.flac	THAT DESCENDED THE HILLSIDES	2.1
1746-143015-0105.flac	RED DOG HAD BEEN TWICE UNDER WATER AND ROARING CAMP HAD BEEN FOREWARNED	5.52
1746-143015-0106.flac	IT BEEN HERE ONCE AND WILL BE HERE AGAIN AND THAT NIGHT THE NORTH FORK SUDDENLY LEAPED OVER ITS BANKS AND SWEPT UP THE TRIANGULAR VALLEY OF ROARING CAMP	11.785
1746-143015-0107.flac	BUT LITTLE COULD BE DONE TO COLLECT THE SCATTERED CAMP WHEN THE MORNING BROKE THE CABIN OF STUMPY NEAREST THE RIVER BANK WAS GONE HIGHER UP THE GULCH THEY FOUND THE BODY OF ITS UNLUCKY OWNER BUT THE PRIDE THE HOPE THE JOY	15.675
1746-143015-0108.flac	THE LUCK OF ROARING CAMP HAD DISAPPEARED THEY WERE RETURNING WITH SAD HEARTS WHEN A SHOUT FROM THE BANK RECALLED THEM IT WAS A RELIEF BOAT FROM DOWN THE RIVER THEY HAD PICKED UP THEY SAID A MAN AND AN INFANT	15.36
1746-143015-0109.flac	NEARLY EXHAUSTED ABOUT TWO MILES BELOW	3.53
1746-143015-0110.flac	AND DID THEY BELONG HERE IT NEEDED BUT A GLANCE TO SHOW THEM KENTUCK LYING THERE CRUELLY CRUSHED AND BRUISED BUT STILL HOLDING THE LUCK OF ROARING CAMP IN HIS ARMS	12.255
1746-143015-0111.flac	AS THEY BENT OVER THE STRANGELY ASSORTED PAIR THEY SAW THAT THE CHILD WAS COLD AND PULSELESS HE IS DEAD SAID ONE KENTUCK OPENED HIS EYES DEAD HE REPEATED FEEBLY YES MY MAN	15.63
1746-143015-0112.flac	AND YOU ARE DYING TOO A SMILE LIT THE EYES OF THE EXPIRING KENTUCK DYING HE REPEATED HE'S A TAKING ME WITH HIM TELL THE BOYS I'VE GOT THE LUCK WITH ME NOW AND THE STRONG MAN	15.955
1938-176228-0011.flac	HE LOOKED AT ME WITH HIS UNPITYING UNBLINKING GLANCE SO THROUGH THE WINDOW AGAIN LIKE A THIEF IS IT ALWAYS THROUGH THAT DOOR THAT YOU COME INTO A HOUSE HE PAUSED	13.87
1938-176228-0012.flac	AS IF TO GIVE ME TIME TO DIGEST HIS GIBE YOU SAW PAUL LESSINGHAM WELL THE GREAT PAUL LESSINGHAM WAS HE THEN SO GREAT	10.72
1938-176228-0013.flac	REMINDED ME IN SOME UNCOMFORTABLE WAY OF A RUSTY SAW THE THINGS HE SAID AND THE MANNER IN WHICH HE SAID THEM WERE ALIKE INTENDED TO ADD TO MY DISCOMFORT IT WAS SOLELY BECAUSE THE FEAT WAS BARELY POSSIBLE	14.615
1938-176228-0014.flac	THAT HE ONLY PARTIALLY SUCCEEDED LIKE A THIEF YOU WENT INTO HIS HOUSE DID I NOT TELL YOU THAT YOU WOULD LIKE A THIEF HE FOUND YOU WERE YOU NOT ASHAMED SINCE LIKE A THIEF HE FOUND YOU HOW COMES IT THAT YOU HAVE ESCAPED	16.02
1938-176228-0015.flac	BY WHAT ROBBER'S ARTIFICE HAVE YOU SAVED YOURSELF FROM G A O L HIS MANNER CHANGED SO THAT ALL AT ONCE HE SEEMED TO SNARL AT ME	9.535
1938-176228-0016.flac	YOU ARE SMALL BUT HE IS SMALLER YOUR GREAT PAUL LESSINGHAM	5.15
1938-176228-0017.flac	I COULD NOT BUT FEEL THAT THERE MIGHT BE A MODICUM OF TRUTH IN WHAT WITH SUCH AN INTENSITY OF BITTERNESS THE SPEAKER SUGGESTED THE PICTURE WHICH IN MY MENTAL GALLERY I HAD HUNG IN THE PLACE OF HONOUR SEEMED TO SAY THE LEAST	14.91
1938-176228-0018.flac	TO HAVE BECOME A TRIFLE SMUDGED AS USUAL THE MAN IN THE BED SEEMED TO EXPERIENCE NOT THE SLIGHTEST DIFFICULTY IN DECIPHERING WHAT WAS PASSING THROUGH MY MIND THAT IS SO YOU AND HE YOU ARE A PAIR	14.46
1938-176228-0019.flac	THE GREAT PAUL LESSINGHAM IS AS GREAT A THIEF AS YOU AND GREATER FOR AT LEAST THAN YOU HE HAS MORE COURAGE FOR SOME MOMENTS HE WAS STILL THEN EXCLAIMED WITH SUDDEN FIERCENESS	14.565
1938-176228-0020.flac	GIVE ME WHAT YOU HAVE STOLEN I MOVED TOWARDS THE BED MOST UNWILLINGLY AND HELD OUT TO HIM THE PACKET OF LETTERS WHICH I HAD ABSTRACTED FROM THE LITTLE DRAWER PERCEIVING MY DISINCLINATION TO HIS NEAR NEIGHBOURHOOD	15.275
1938-176228-0021.flac	HE SET HIMSELF TO PLAY WITH IT IGNORING MY OUTSTRETCHED HAND HE STARED ME STRAIGHT IN THE FACE WHAT AILS YOU	9.875
1938-176228-0022.flac	IS IT NOT SWEET TO STAND CLOSE AT MY SIDE YOU WITH YOUR WHITE SKIN IF I WERE A WOMAN WOULD YOU NOT TAKE ME FOR A WIFE THERE WAS SOMETHING ABOUT THE MANNER IN WHICH THIS WAS SAID WHICH WAS SO ESSENTIALLY FEMININE	14.965
1938-176228-0023.flac	THAT ONCE MORE I WONDERED IF I COULD POSSIBLY BE MISTAKEN IN THE CREATURE'S SEX I WOULD HAVE GIVEN MUCH TO HAVE BEEN ABLE TO STRIKE HIM ACROSS THE FACE OR BETTER TO HAVE TAKEN HIM BY THE NECK AND THROWN HIM THROUGH THE WINDOW AND ROLLED HIM IN THE MUD	15.515
1938-176228-0024.flac	HE CONDESCENDED TO NOTICE WHAT I WAS HOLDING OUT TO HIM SO THAT IS WHAT YOU HAVE STOLEN THAT IS WHAT YOU HAVE TAKEN FROM THE DRAWER IN THE BUREAU THE DRAWER WHICH WAS LOCKED	12.165
1938-176228-0025.flac	AND WHICH YOU USED THE ARTS IN WHICH A THIEF IS SKILLED TO ENTER GIVE IT TO ME THIEF HE SNATCHED THE PACKET FROM ME SCRATCHING THE BACK OF MY HAND AS HE DID SO AS IF HIS NAILS HAD BEEN TALONS	14.32
1938-176228-0026.flac	HE TURNED THE PACKET OVER AND OVER GLARING AT IT AS HE DID SO IT WAS STRANGE WHAT A RELIEF IT WAS TO HAVE HIS GLANCE REMOVED FROM OFF MY FACE YOU KEPT IT IN YOUR INNER DRAWER PAUL LESSINGHAM	13.69
1938-176228-0027.flac	YOU HID IT AS ONE HIDES TREASURE THERE SHOULD BE SOMETHING HERE WORTH HAVING WORTH SEEING WORTH KNOWING YES WORTH KNOWING SINCE YOU FOUND IT WORTH YOUR WHILE TO HIDE IT UP SO CLOSELY AS I HAVE SAID	15.555
1938-176228-0028.flac	THE PACKET WAS BOUND ABOUT BY A STRING OF PINK RIBBON A FACT ON WHICH HE PRESENTLY BEGAN TO COMMENT WITH WHAT A PRETTY STRING YOU HAVE ENCIRCLED IT AND HOW NEATLY IT IS TIED SURELY ONLY A WOMAN'S HAND COULD TIE A KNOT LIKE THAT	15.92
1938-176228-0029.flac	WHO WOULD HAVE GUESSED YOURS WERE SUCH AGILE FINGERS SO AN ENDORSEMENT ON THE COVER WHAT'S THIS LET'S SEE WHAT'S WRITTEN THE LETTERS OF MY DEAR LOVE MARJORIE LINDON	13.495
1938-176228-0030.flac	AS HE READ THESE WORDS WHICH AS HE SAID WERE ENDORSED UPON THE OUTER SHEET OF PAPER WHICH SERVED AS A COVER FOR THE LETTERS WHICH WERE ENCLOSED WITHIN HIS FACE BECAME TRANSFIGURED NEVER DID I SUPPOSE THAT RAGE COULD HAVE SO POSSESSED A HUMAN COUNTENANCE	16.405
1938-176228-0031.flac	HIS JAW DROPPED OPEN SO THAT HIS YELLOW FANGS GLEAMED THOUGH HIS PARTED LIPS HE HELD HIS BREATH SO LONG THAT EACH MOMENT I LOOKED TO SEE HIM FALL DOWN IN A FIT THE VEINS STOOD OUT ALL OVER HIS FACE AND HEAD LIKE SEAMS OF BLOOD	15.94
1938-176228-0032.flac	I KNOW NOT HOW LONG HE CONTINUED SPEECHLESS WHEN HIS BREATH RETURNED IT WAS WITH CHOKINGS AND GASPINGS IN THE MIDST OF WHICH HE HISSED OUT HIS WORDS AS IF THEIR MERE PASSAGE THROUGH HIS THROAT BROUGHT HIM NEAR TO STRANGULATION	15.89
1938-176228-0033.flac	THE LETTERS OF HIS DEAR LOVE OF HIS DEAR LOVE HIS PAUL LESSINGHAM'S SO IT IS AS I GUESSED AS I KNEW AS I SAW MARJORIE LINDON	14.525
1938-176228-0034.flac	SWEET MARJORIE HIS DEAR LOVE PAUL LESSINGHAM'S DEAR LOVE SHE WITH THE LILY FACE THE CORN HUED HAIR WHAT IS IT HIS DEAR LOVE HAS FOUND IN HER FOND HEART TO WRITE PAUL LESSINGHAM	16.345
1938-176228-0035.flac	SITTING UP IN BED HE TORE THE PACKET OPEN IT CONTAINED PERHAPS EIGHT OR NINE LETTERS SOME MERE NOTES SOME LONG EPISTLES BUT SHORT OR LONG	12.65
1938-176228-0036.flac	HE DEVOURED THEM WITH EQUAL APPETITE EACH ONE OVER AND OVER AGAIN TILL I THOUGHT HE NEVER WOULD HAVE DONE RE READING THEM THEY WERE ON THICK WHITE PAPER OF A PECULIAR SHADE OF WHITENESS WITH UNTRIMMED EDGES	15.265
1938-176228-0037.flac	ON EACH SHEET A CREST AND AN ADDRESS WERE STAMPED IN GOLD AND ALL THE SHEETS WERE OF THE SAME SHAPE AND SIZE I TOLD MYSELF THAT IF ANYWHERE AT ANY TIME I SAW WRITING PAPER LIKE THAT AGAIN	13.83
1938-176228-0038.flac	I SHOULD NOT FAIL TO KNOW IT THE CALIGRAPHY WAS LIKE THE PAPER UNUSUAL BOLD DECIDED AND I SHOULD HAVE GUESSED PRODUCED BY A J PEN ALL THE TIME THAT HE WAS READING	14.81
1938-176228-0039.flac	HE KEPT EMITTING SOUNDS MORE RESEMBLING YELPS AND SNARLS THAN ANYTHING MORE HUMAN LIKE SOME SAVAGE BEAST NURSING ITS PENT UP RAGE WHEN HE HAD MADE AN END OF READING FOR THE SEASON HE LET HIS PASSION HAVE FULL VENT	16.45
1938-176228-0040.flac	SO THAT IS WHAT HIS DEAR LOVE HAS FOUND IT IN HER HEART TO WRITE PAUL LESSINGHAM PAUL LESSINGHAM PEN CANNOT DESCRIBE THE CONCENTRATED FRENZY OF HATRED WITH WHICH THE SPEAKER DWELT UPON THE NAME	14.33
1938-176228-0041.flac	HE SHALL BE GROUND BETWEEN THE UPPER AND THE NETHER STONES IN THE TOWERS OF ANGUISH	5.195
1938-176228-0042.flac	TO STINK UNDER THE BLOOD GRIMED SUN	3.435
1938-176228-0043.flac	FOR MARJORIE LINDON FOR HIS DEAR LOVE IT SHALL COME TO PASS THAT SHE SHALL WISH THAT SHE WAS NEVER BORN NOR HE AND THE GODS OF THE SHADOWS SHALL SMELL THE SWEET INCENSE OF HER SUFFERING	14.095
1938-176228-0044.flac	IT SHALL BE IT SHALL BE IT IS I THAT SAY IT EVEN I IN THE MADNESS OF HIS RHAPSODICAL FRENZY I BELIEVE THAT HE HAD ACTUALLY FORGOTTEN I WAS THERE BUT ON A SUDDEN GLANCING ASIDE	15.545
1938-176228-0045.flac	HE SAW ME AND REMEMBERED AND WAS PROMPT TO TAKE ADVANTAGE OF AN OPPORTUNITY TO WREAK HIS RAGE UPON A TANGIBLE OBJECT IT IS YOU YOU THIEF YOU STILL LIVE TO MAKE A MOCK OF ONE OF THE CHILDREN OF THE GODS	15.36
1938-176228-0046.flac	HE LEAPED SHRIEKING OFF THE BED AND SPRANG AT ME CLASPING MY THROAT WITH HIS HORRID HANDS BEARING ME BACKWARDS ON TO THE FLOOR I FELT HIS BREATH MINGLE WITH MINE	13.25
1938-180290-0000.flac	CHAPTER EIGHT HOWEVER CONTINUED ARMAND AFTER A PAUSE WHILE I KNEW MYSELF TO BE STILL IN LOVE WITH HER I FELT MORE SURE OF MYSELF AND PART OF MY DESIRE TO SPEAK TO MARGUERITE AGAIN	14.155
1938-180290-0001.flac	WAS A WISH TO MAKE HER SEE THAT I WAS STRONGER THAN SHE HOW MANY WAYS DOES THE HEART TAKE HOW MANY REASONS DOES IT INVENT FOR ITSELF IN ORDER TO ARRIVE AT WHAT IT WANTS	12.18
1938-180290-0002.flac	I COULD NOT REMAIN IN THE CORRIDOR AND I RETURNED TO MY PLACE IN THE STALLS LOOKING HASTILY AROUND TO SEE WHAT BOX SHE WAS IN SHE WAS IN A GROUND FLOOR BOX QUITE ALONE SHE HAD CHANGED AS I HAVE TOLD YOU	15.1249375
1938-180290-0003.flac	AND NO LONGER WORE AN INDIFFERENT SMILE ON HER LIPS SHE HAD SUFFERED SHE WAS STILL SUFFERING THOUGH IT WAS APRIL SHE WAS STILL WEARING A WINTER COSTUME ALL WRAPPED UP IN FURS	13.3150625
1938-180290-0004.flac	I GAZED AT HER SO FIXEDLY THAT MY EYES ATTRACTED HERS SHE LOOKED AT ME FOR A FEW SECONDS PUT UP HER OPERA GLASS TO SEE ME BETTER AND SEEMED TO THINK SHE RECOGNISED ME WITHOUT BEING QUITE SURE WHO I WAS	15.585
1938-180290-0005.flac	FOR WHEN SHE PUT DOWN HER GLASSES A SMILE THAT CHARMING FEMININE SALUTATION FLITTED ACROSS HER LIPS AS IF TO ANSWER THE BOW WHICH SHE SEEMED TO EXPECT BUT I DID NOT RESPOND	13.74
1938-180290-0006.flac	SO AS TO HAVE AN ADVANTAGE OVER HER AS IF I HAD FORGOTTEN WHILE SHE REMEMBERED SUPPOSING HERSELF MISTAKEN SHE LOOKED AWAY THE CURTAIN WENT UP I HAVE OFTEN SEEN MARGUERITE AT THE THEATRE	14.99
1938-180290-0007.flac	I NEVER SAW HER PAY THE SLIGHTEST ATTENTION TO WHAT WAS BEING ACTED AS FOR ME THE PERFORMANCE INTERESTED ME EQUALLY LITTLE AND I PAID NO ATTENTION TO ANYTHING BUT HER THOUGH DOING MY UTMOST TO KEEP HER FROM NOTICING IT	15.845
1938-180290-0008.flac	PRESENTLY I SAW HER GLANCING ACROSS AT THE PERSON WHO WAS IN THE OPPOSITE BOX ON LOOKING I SAW A WOMAN WITH WHOM I WAS QUITE FAMILIAR SHE HAD ONCE BEEN A KEPT WOMAN AND HAD TRIED TO GO ON THE STAGE HAD FAILED	14.99
1938-180290-0009.flac	AND RELYING ON HER ACQUAINTANCE WITH FASHIONABLE PEOPLE IN PARIS HAD GONE INTO BUSINESS AND TAKEN A MILLINER'S SHOP I SAW IN HER A MEANS OF MEETING WITH MARGUERITE	11.425
1938-180290-0010.flac	AND PROFITED BY A MOMENT IN WHICH SHE LOOKED MY WAY TO WAVE MY HAND TO HER AS I EXPECTED SHE BECKONED TO ME TO COME TO HER BOX PRUDENCE DUVERNOY THAT WAS THE MILLINER'S AUSPICIOUS NAME	14.245
1938-180290-0011.flac	WAS ONE OF THOSE FAT WOMEN OF FORTY WITH WHOM ONE REQUIRES VERY LITTLE DIPLOMACY TO MAKE THEM UNDERSTAND WHAT ONE WANTS TO KNOW ESPECIALLY WHEN WHAT ONE WANTS TO KNOW IS AS SIMPLE AS WHAT I HAD TO ASK OF HER	12.58
1938-180290-0012.flac	I TOOK ADVANTAGE OF A MOMENT WHEN SHE WAS SMILING ACROSS AT MARGUERITE TO ASK HER WHOM ARE YOU LOOKING AT MARGUERITE GAUTIER YOU KNOW HER YES I AM HER MILLINER AND SHE IS A NEIGHBOUR OF MINE	14.275
1938-180290-0013.flac	THE WINDOW OF HER DRESSING ROOM LOOKS ON TO THE WINDOW OF MINE THEY SAY SHE IS A CHARMING GIRL DON'T YOU KNOW HER NO BUT I SHOULD LIKE TO SHALL I ASK HER TO COME OVER TO OUR BOX NO	13.81
1938-180290-0014.flac	I WOULD RATHER FOR YOU TO INTRODUCE ME TO HER AT HER OWN HOUSE YES THAT IS MORE DIFFICULT WHY BECAUSE SHE IS UNDER THE PROTECTION OF A JEALOUS OLD DUKE PROTECTION IS CHARMING	14.585
1938-180290-0015.flac	YES PROTECTION REPLIED PRUDENCE POOR OLD MAN HE WOULD BE GREATLY EMBARRASSED TO OFFER HER ANYTHING ELSE PRUDENCE THEN TOLD ME HOW MARGUERITE HAD MADE THE ACQUAINTANCE OF THE DUKE AT BAGNERES	13.945
1938-180290-0016.flac	THAT THEN I CONTINUED IS WHY SHE IS ALONE HERE PRECISELY BUT WHO WILL SEE HER HOME HE WILL	9.2649375
1938-180290-0017.flac	AND YOU WHO IS SEEING YOU HOME NO ONE MAY I OFFER MYSELF BUT YOU ARE WITH A FRIEND ARE YOU NOT	9.05
1938-180290-0018.flac	WHO IS YOUR FRIEND A CHARMING FELLOW VERY AMUSING HE WILL BE DELIGHTED TO MAKE YOUR ACQUAINTANCE WELL ALL RIGHT WE WILL GO AFTER THIS PIECE IS OVER FOR I KNOW THE LAST PIECE WITH PLEASURE	14.0
1938-180290-0019.flac	I WILL GO AND TELL MY FRIEND GO THEN AH ADDED PRUDENCE AS I WAS GOING THERE IS THE DUKE JUST COMING INTO MARGUERITE'S BOX I LOOKED AT HIM A MAN OF ABOUT SEVENTY HAD SAT DOWN BEHIND HER	15.18
1938-180290-0020.flac	AND WAS GIVING HER A BAG OF SWEETS INTO WHICH SHE DIPPED AT ONCE SMILING THEN SHE HELD IT OUT TOWARD PRUDENCE WITH A GESTURE WHICH SEEMED TO SAY WILL YOU HAVE SOME NO SIGNALLED PRUDENCE	13.385
1938-180290-0021.flac	MARGUERITE DREW BACK THE BAG AND TURNING BEGAN TO TALK WITH THE DUKE IT MAY SOUND CHILDISH TO TELL YOU ALL THESE DETAILS BUT EVERYTHING RELATING TO MARGUERITE IS SO FRESH IN MY MEMORY THAT I CAN NOT HELP RECALLING THEM NOW	15.945
1938-180290-0022.flac	I WENT BACK TO GASTON AND TOLD HIM OF THE ARRANGEMENT I HAD MADE FOR HIM AND FOR ME HE AGREED	6.53
1938-180290-0023.flac	WE HAD SCARCELY OPENED THE DOOR LEADING INTO THE STALLS WHEN WE HAD TO STAND ASIDE TO ALLOW MARGUERITE AND THE DUKE TO PASS I WOULD HAVE GIVEN TEN YEARS OF MY LIFE TO HAVE BEEN IN THE OLD MAN'S PLACE	12.52
1938-180290-0024.flac	WHEN THEY WERE ON THE STREET HE HANDED HER INTO A PHAETON WHICH HE DROVE HIMSELF AND THEY WERE WHIRLED AWAY BY TWO SUPERB HORSES WE RETURNED TO PRUDENCE'S BOX AND WHEN THE PLAY WAS OVER	13.115
1938-180290-0025.flac	AT THE DOOR PRUDENCE ASKED US TO COME UP AND SEE HER SHOWROOMS WHICH WE HAD NEVER SEEN AND OF WHICH SHE SEEMED VERY PROUD YOU CAN IMAGINE HOW EAGERLY I ACCEPTED IT SEEMED TO ME AS IF I WAS COMING NEARER AND NEARER TO MARGUERITE	15.65
1938-180290-0026.flac	I SOON TURNED THE CONVERSATION IN HER DIRECTION THE OLD DUKE IS AT YOUR NEIGHBOURS I SAID TO PRUDENCE OH NO SHE IS PROBABLY ALONE BUT SHE MUST BE DREADFULLY BORED SAID GASTON	14.07
1938-180290-0027.flac	WE SPEND MOST OF OUR EVENING TOGETHER OR SHE CALLS TO ME WHEN SHE COMES IN SHE NEVER GOES TO BED BEFORE TWO IN THE MORNING SHE CAN'T SLEEP BEFORE THAT WHY BECAUSE SHE SUFFERS IN THE CHEST AND IS ALMOST ALWAYS FEVERISH	14.91
1938-180290-0028.flac	HASN'T SHE ANY LOVERS I ASKED I NEVER SEE ANY ONE REMAIN AFTER I LEAVE I DON'T SAY NO ONE EVER COMES WHEN I AM GONE OFTEN IN THE EVENING I MEET THERE A CERTAIN COMTE DE N	12.61
1938-180290-0029.flac	WHO THINKS HE IS MAKING SOME HEADWAY BY CALLING ON HER AT ELEVEN IN THE EVENING AND BY SENDING HER JEWELS TO ANY EXTENT BUT SHE CAN'T STAND HIM SHE MAKES A MISTAKE HE IS VERY RICH IT IS IN VAIN THAT I SAY TO HER FROM TIME TO TIME	15.25
1938-180290-0030.flac	MY DEAR CHILD THERE'S THE MAN FOR YOU SHE WHO GENERALLY LISTENS TO ME TURNS HER BACK AND REPLIES THAT HE IS TOO STUPID STUPID INDEED HE IS BUT IT WOULD BE A POSITION FOR HER	13.48
1938-180290-0031.flac	WHILE THIS OLD DUKE MIGHT DIE ANY DAY OLD MEN ARE EGOISTS HIS FAMILY ARE ALWAYS REPROACHING HIM FOR HIS AFFECTION FOR MARGUERITE THERE ARE TWO REASONS WHY HE IS LIKELY TO LEAVE HER NOTHING I GIVE HER GOOD ADVICE	14.4
